epoch,Train Losses,Val Losses,Val Accuracies,Train Accuracies
0,3.9899534586793886,3.5990756836490356,3.4420289855072466,3.027950310559006
1,3.581248308560863,3.5628229707911396,4.438405797101449,3.260869565217391
2,3.554112530643155,3.5440414608388706,4.166666666666667,4.192546583850931
3,3.5196431941867616,3.5288798809051514,6.159420289855072,4.891304347826087
4,3.5155189792561976,3.466439102006995,5.615942028985507,5.434782608695652
5,3.5076364611987003,3.484051984289418,5.797101449275362,6.017080745341615
6,3.470853395343567,3.4277750892915586,6.97463768115942,6.327639751552795
7,3.458877071830797,3.432840457860974,7.246376811594203,6.444099378881988
8,3.4614944828222995,3.479080404060474,5.706521739130435,6.482919254658385
9,3.4401976129283076,3.4167227157648057,7.699275362318841,7.336956521739131
10,3.436820190145362,3.3451556986656743,7.7898550724637685,6.793478260869565
11,3.4356100011316144,3.398851221886234,8.333333333333334,6.754658385093168
12,3.4092147142990776,3.353902702746184,10.416666666666666,6.832298136645963
13,3.389924940855607,3.370458105336065,9.148550724637682,7.725155279503106
14,3.4079735886236153,3.3452736502108364,10.326086956521738,7.569875776397516
15,3.417930038819402,3.4483496037082397,6.431159420289855,8.074534161490684
16,3.3434198687535637,3.3561767149662627,7.065217391304348,8.850931677018634
17,3.3232949387212716,3.2634132979572685,10.869565217391305,9.666149068322982
18,3.29607527744696,3.2682423384293267,10.960144927536232,9.937888198757763
19,3.309688689545815,3.249169757400734,11.05072463768116,9.860248447204969
20,3.2680037628789864,3.2085617901622383,11.41304347826087,10.79192546583851
21,3.2445964916892676,3.2428561811861782,11.41304347826087,11.102484472049689
22,3.2336904528718557,3.173321088155111,12.86231884057971,11.801242236024844
23,3.168759630333563,3.099954833155093,15.670289855072463,11.956521739130435
24,3.1597680157015784,3.1260607277137646,13.94927536231884,13.121118012422361
25,3.1349197470623515,3.1488465226214863,11.865942028985508,13.004658385093167
26,3.114993590005436,3.131296886914018,14.402173913043478,14.557453416149068
27,3.086036616971034,3.1103395724642104,12.681159420289855,15.100931677018634
28,3.068686999149204,3.0901181352311284,15.942028985507246,14.829192546583851
29,3.0494651498261445,3.041437169779902,14.945652173913043,15.993788819875776
30,3.035806415984349,3.0711985014487,17.119565217391305,15.527950310559007
31,3.0091374883000155,2.9884215023206626,17.119565217391305,16.459627329192546
32,2.9672010359556777,2.9076261865919917,19.202898550724637,17.158385093167702
33,2.969382647401798,2.978166746056598,17.30072463768116,16.614906832298136
34,2.9058119628740395,3.1003606388534326,15.03623188405797,18.24534161490683
35,2.899390824833272,2.8745221849800884,18.840579710144926,18.672360248447205
36,2.8627722011589856,2.8092937054841416,21.829710144927535,20.108695652173914
37,2.8450030777024926,2.9786568275396377,18.75,21.156832298136646
38,2.8364157410141844,2.7923539410466733,22.3731884057971,20.14751552795031
39,2.7671897944456303,2.9050835457401,18.931159420289855,22.94254658385093
40,2.7367552200459544,2.777889044388481,22.3731884057971,23.91304347826087
41,2.7485669340406145,2.7597039402395054,22.735507246376812,23.408385093167702
42,2.716815197689933,3.0542316713194917,18.297101449275363,23.56366459627329
43,2.678833059642626,2.7983881632486978,22.01086956521739,24.883540372670808
44,2.6898046176626074,2.7140029271443686,21.73913043478261,25.116459627329192
45,2.6202525352098927,2.7834593074909155,22.916666666666668,25.93167701863354
46,2.619520206629119,2.754861969878708,23.007246376811594,25.349378881987576
47,2.6024684239618527,2.6401908535888228,24.63768115942029,26.5527950310559
48,2.562287730459841,2.7191088545149653,24.094202898550726,26.591614906832298
49,2.4943917849049067,2.9845455971317016,20.833333333333332,29.503105590062113
